Checked	Master	Accession	Description	Coverage	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# AAs	MW [kDa]	calc. pI	Modifications	Entrez Gene ID	Ensembl Gene ID	Gene ID	Chromosome	Biological Process	Cellular Component	Molecular Function	Pfam IDs	"Abundance Ratio: (127N, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (127C, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (128N, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (128C, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (129N, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (129C, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (130N, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (130C, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (131, Ctrl) / (126, Ctrl)"	"Abundance: F1: 126, Sample, Ctrl"	"Abundance: F1: 127N, Sample, Ctrl"	"Abundance: F1: 127C, Sample, Ctrl"	"Abundance: F1: 128N, Sample, Ctrl"	"Abundance: F1: 128C, Sample, Ctrl"	"Abundance: F1: 129N, Sample, Ctrl"	"Abundance: F1: 129C, Sample, Ctrl"	"Abundance: F1: 130N, Sample, Ctrl"	"Abundance: F1: 130C, Sample, Ctrl"	"Abundance: F1: 131, Sample, Ctrl"	"Abundances Count: F1: 126, Sample, Ctrl"	"Abundances Count: F1: 127N, Sample, Ctrl"	"Abundances Count: F1: 127C, Sample, Ctrl"	"Abundances Count: F1: 128N, Sample, Ctrl"	"Abundances Count: F1: 128C, Sample, Ctrl"	"Abundances Count: F1: 129N, Sample, Ctrl"	"Abundances Count: F1: 129C, Sample, Ctrl"	"Abundances Count: F1: 130N, Sample, Ctrl"	"Abundances Count: F1: 130C, Sample, Ctrl"	"Abundances Count: F1: 131, Sample, Ctrl"	emPAI	# Razor Peptides	Score Sequest HT	# Peptides Sequest HT	Score Mascot	# Peptides Mascot
FALSE	IsMasterProtein	P00492	Hypoxanthine-guanine phosphoribosyltransferase OS=Homo sapiens GN=HPRT1 PE=1 SV=2	68.34862385	11	75	10	1	218	24.564	6.68		3251	ENSG00000165704	HPRT1	X	cell differentiation;cell organization and biogenesis;cell proliferation;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol	catalytic activity;metal ion binding;nucleotide binding;protein binding	"Pf00156, Pf15610"	0.97	1.026	0.913	0.868	0.705	0.707	0.623	0.608	0.542	8122.4	7875.8	8334.7	7417.9	7047.4	5729.3	5739.3	5061	4936	4402.3	16	16	16	16	16	16	16	16	16	16	23.245	1	156.6809241	11	1068.530826	11
FALSE	IsMasterProtein	P00505	"Aspartate aminotransferase, mitochondrial OS=Homo sapiens GN=GOT2 PE=1 SV=3"	42.3255814	20	202	20	1	430	47.487	9.01		2806	ENSG00000125166	GOT2	16	metabolic process;response to stimulus;transport	cell surface;membrane;mitochondrion;organelle lumen	catalytic activity;protein binding;RNA binding	Pf00155	0.986	1.018	0.888	0.799	0.64	0.583	0.506	0.49	0.408	16961.5	16719.1	17270.1	15063.1	13552	10852.6	9880.3	8576.1	8313.3	6926.3	32	32	32	32	32	32	32	32	32	32	15.103	0	370.9964622	20	2332.017451	19
FALSE	IsMasterProtein	P00519-2	Isoform IB of Tyrosine-protein kinase ABL1 OS=Homo sapiens GN=ABL1	10.79199304	11	18	9	1	1149	124.877	8.84		25	ENSG00000097007	ABL1	9	cell differentiation;cell organization and biogenesis;cellular component movement;cellular homeostasis;coagulation;defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytoskeleton;cytosol;membrane;mitochondrion;nucleus	catalytic activity;DNA binding;metal ion binding;nucleotide binding;protein binding	"Pf00017, Pf00018, Pf00069, Pf07653, Pf07714, Pf08919, Pf14604"	0.81	0.646	0.453	0.285	0.178	0.134	0.099	0.087	0.073	4197.5	3399.4	2709.8	1902.9	1197.1	747.2	563.9	414.6	363.1	305.6	10	10	10	10	10	10	10	10	10	10	0.444	2	32.08674777	11	167.9007442	7
FALSE	IsMasterProtein	P00558	Phosphoglycerate kinase 1 OS=Homo sapiens GN=PGK1 PE=1 SV=3	76.97841727	28	710	22	1	417	44.586	8.1		5230	ENSG00000102144	PGK1	X	cell differentiation;metabolic process	cytoplasm;cytosol;membrane	catalytic activity;nucleotide binding;protein binding	Pf00162	0.958	1.046	0.933	0.888	0.372	0.121	0.071	0.047	0.038	79128.4	75784.8	82732.1	73811.2	70233	29421.9	9574.8	5622.4	3727.4	2986.5	51	51	51	51	51	51	51	51	51	51	84.77	9	1354.540492	28	8144.199063	24
FALSE	IsMasterProtein	P00742	Coagulation factor X OS=Homo sapiens GN=F10 PE=1 SV=2	5.327868852	1	2	1	1	488	54.697	5.94		2159	ENSG00000126218	F10	13	coagulation;metabolic process;regulation of biological process;response to stimulus	extracellular;membrane;organelle lumen	catalytic activity;metal ion binding;protein binding	"Pf00008, Pf00089, Pf00594, Pf14670"																														0.083	0	0	1		
FALSE	IsMasterProtein	P00747	Plasminogen OS=Homo sapiens GN=PLG PE=1 SV=2	1.728395062	2	6	2	1	810	90.51	7.24		5340	ENSG00000122194	PLG	6	cell differentiation;cell organization and biogenesis;cellular component movement;cellular homeostasis;coagulation;metabolic process;regulation of biological process;transport	cell surface;extracellular;membrane;organelle lumen	catalytic activity;metal ion binding;protein binding	"Pf00024, Pf00051, Pf00089, Pf09342, Pf13365"	0.896	0.849	0.664	0.56	0.407	0.341	0.333	0.349	0.277	1940.6	1738.6	1647.1	1287.6	1086	790.7	662.6	646.8	677.2	537.4	2	2	2	2	2	2	2	2	2	2	0.099	0	8.8729316	2	54.47	1
FALSE	IsMasterProtein	P00813	Adenosine deaminase OS=Homo sapiens GN=ADA PE=1 SV=3	29.20110193	12	30	12	1	363	40.739	5.95		100	ENSG00000196839	ADA	20	cell differentiation;metabolic process;regulation of biological process;response to stimulus;transport	cell surface;cytoplasm;cytosol;membrane;organelle lumen;vacuole	catalytic activity;metal ion binding;protein binding	Pf00962	1.061	1.118	0.974	0.904	0.717	0.715	0.56	0.468	0.257	3114	3304.8	3482.6	3032.3	2815.8	2232.9	2227.4	1744.1	1458.5	799.3	10	10	10	10	10	10	10	10	10	10	2.675	0	61.89212489	12	313.777582	12
FALSE	IsMasterProtein	P00915	Carbonic anhydrase 1 OS=Homo sapiens GN=CA1 PE=1 SV=2	6.130268199	1	3	1	1	261	28.852	7.12		759	ENSG00000133742	CA1	8	metabolic process;transport	cytoplasm;cytosol	catalytic activity;metal ion binding;protein binding	Pf00194	1.1	1.095	0.982	0.788	0.599	0.464	0.218	0.125	0.093	161.5	177.6	176.9	158.6	127.2	96.8	74.9	35.2	20.2	15	1	1	1	1	1	1	1	1	1	1	0.166	0	4.190644264	1	28.99	1
FALSE	IsMasterProtein	P00966	Argininosuccinate synthase OS=Homo sapiens GN=ASS1 PE=1 SV=2	1.45631068	1	1	1	1	412	46.501	8.02		445	ENSG00000130707	ASS1	9	defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;endoplasmic reticulum;membrane;nucleus;vacuole	catalytic activity;nucleotide binding;protein binding;RNA binding	"Pf00764, Pf03054, Pf06508"	1.059	1.058	0.935	0.322	0.194	0.112	0.074	0.072	0.063	509.7	539.9	539.3	476.7	164.3	98.9	57.2	37.7	36.6	31.9	1	1	1	1	1	1	1	1	1	1	0.093	0	1.833794355	1		
FALSE	IsMasterProtein	P01008	Antithrombin-III OS=Homo sapiens GN=SERPINC1 PE=1 SV=1	4.956896552	3	6	3	1	464	52.569	6.71		462	ENSG00000117601	SERPINC1	1	coagulation;regulation of biological process;response to stimulus	extracellular;membrane	enzyme regulator activity;protein binding	Pf00079	0.895	0.977	0.837	0.722	0.436	0.354	0.217	0.168	0.112	690.8	618.3	674.7	578.5	498.8	301.3	244.5	149.7	116.3	77.3	2	2	2	2	2	2	2	2	2	2	0.259	0	6.339647174	3	0	3
FALSE	IsMasterProtein	P01023	Alpha-2-macroglobulin OS=Homo sapiens GN=A2M PE=1 SV=3	2.917232022	5	9	5	1	1474	163.188	6.46		2	ENSG00000175899	A2M	12	cell differentiation;cell organization and biogenesis;coagulation;metabolic process;regulation of biological process;response to stimulus;transport	cytosol;extracellular;organelle lumen	enzyme regulator activity;protein binding	"Pf00207, Pf01835, Pf07677, Pf07678, Pf07703, Pf10569, Pf11974, Pf13249"	0.974	0.979	0.861	0.78	0.574	0.53	0.35	0.247	0.113	1367.4	1331.8	1339.3	1177.7	1066.3	785.5	724.5	478.1	337.5	155.1	5	5	5	5	5	5	5	5	5	5	0.151	0	14.53978109	5	87.67	4
FALSE	IsMasterProtein	P01024	Complement C3 OS=Homo sapiens GN=C3 PE=1 SV=2	0.901984366	2	3	2	1	1663	187.03	6.4		718	ENSG00000125730	C3	19	coagulation;defense response;metabolic process;regulation of biological process;response to stimulus	extracellular;membrane	enzyme regulator activity;protein binding	"Pf00207, Pf01759, Pf01821, Pf01835, Pf07677, Pf07678, Pf07703, Pf10569, Pf11974"	0.954	1.033	0.81	0.727	0.528	0.332	0.196	0.167	0.096	325.9	310.8	336.7	264	237	172.1	108.3	64	54.5	31.3	1	1	1	1	1	1	1	1	1	1	0.043	0	4.585025072	2	0	1
FALSE	IsMasterProtein	P01033	Metalloproteinase inhibitor 1 OS=Homo sapiens GN=TIMP1 PE=1 SV=1	10.62801932	2	5	2	1	207	23.156	8.1		7076	ENSG00000102265	TIMP1	X	cell organization and biogenesis;coagulation;regulation of biological process;response to stimulus;transport	extracellular;organelle lumen	enzyme regulator activity;metal ion binding;protein binding	Pf00965	0.869	0.813	0.797	0.69	1.196	0.35	0.261	0.189	0.534	354.4	308	288.3	282.4	244.7	423.9	123.9	92.6	66.9	189.3	2	2	2	2	2	2	2	2	2	2	0.52	0	2.319076061	2	17.15	1
FALSE	IsMasterProtein	P01034	Cystatin-C OS=Homo sapiens GN=CST3 PE=1 SV=1	41.09589041	6	15	5	1	146	15.789	8.75		1471	ENSG00000101439	CST3	20	cell death;cell organization and biogenesis;defense response;metabolic process;regulation of biological process;response to stimulus	endoplasmic reticulum;endosome;extracellular;membrane;vacuole	enzyme regulator activity;protein binding	Pf00031	0.93	0.96	0.812	0.769	0.609	0.583	0.494	0.422	0.33	685.3	637.1	657.9	556.4	527.3	417.4	399.5	338.3	289.3	226.4	5	5	5	5	5	5	5	5	5	5	5.31	0	30.33667326	6	215.7157143	5
FALSE	IsMasterProtein	P01040	Cystatin-A OS=Homo sapiens GN=CSTA PE=1 SV=1	25.51020408	2	4	2	1	98	11	5.5		1475	ENSG00000121552	CSTA	3	cell differentiation;metabolic process;regulation of biological process	cytoplasm;cytoskeleton;nucleus	enzyme regulator activity;protein binding;structural molecule activity	Pf00031	0.96	1.048	0.918	0.869	0.633	0.487	0.386	0.383	0.279	555.3	533.3	581.9	510	482.8	351.6	270.7	214.6	212.5	154.7	2	2	2	2	2	2	2	2	2	2	0.931	0	7.467627764	2	58.48	2
FALSE	IsMasterProtein	P01106-2	Isoform 2 of Myc proto-oncogene protein OS=Homo sapiens GN=MYC	1.982378855	1	2	1	1	454	50.534	5.43		4609		MYC	8	cell death;cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport	cytosol;nucleus	DNA binding;protein binding	"Pf00010, Pf01056, Pf02344"	0.819	0.708	1.23	0.482	0.381	0.328	0.307	0.273	0.379	161.5	132.2	114.3	198.7	77.8	61.5	53	49.5	44.1	61.2	1	1	1	1	1	1	1	1	1	1	0.136	0	2.534678221	1	39.7	1
FALSE	IsMasterProtein	P01111	GTPase NRas OS=Homo sapiens GN=NRAS PE=1 SV=1	33.86243386	5	9	5	1	189	21.216	5.17		4893	ENSG00000213281	NRAS	1	cell differentiation;cell organization and biogenesis;cellular component movement;coagulation;defense response;metabolic process;regulation of biological process;response to stimulus;transport	Golgi;membrane	catalytic activity;nucleotide binding;protein binding;transporter activity	"Pf00009, Pf00071, Pf02421, Pf08477"	1.037	1.044	0.908	0.778	0.538	0.418	0.266	0.14	0.093	1124.8	1166.6	1174.7	1021.3	874.9	605.4	470.6	298.7	157.3	104.5	4	4	4	4	4	4	4	4	4	4	1.848	0	15.84956098	5	100.6066667	4
FALSE	IsMasterProtein	P01137	Transforming growth factor beta-1 OS=Homo sapiens GN=TGFB1 PE=1 SV=2	23.07692308	9	18	9	1	390	44.313	8.53		7040		TGFB1	19	cell death;cell differentiation;cell growth;cell organization and biogenesis;cell proliferation;cellular component movement;cellular homeostasis;coagulation;defense response;metabolic process;regulation of biological process;response to stimulus;transport	cell surface;cytoplasm;extracellular;membrane;nucleus;organelle lumen	protein binding	"Pf00019, Pf00688"	0.939	0.961	0.698	0.602	0.362	0.231	0.13	0.06	0.021	1408.3	1322.9	1353.3	983	847.1	510.4	324.8	182.7	83.9	30.1	4	4	4	4	4	4	4	4	4	4	1.462	0	30.10417545	9	147.46	7
FALSE	IsMasterProtein	P01266	Thyroglobulin OS=Homo sapiens GN=TG PE=1 SV=5	0.975433526	2	2	2	1	2768	304.594	5.58		7038	ENSG00000042832	TG	8	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport	cell surface;endoplasmic reticulum;extracellular;Golgi	catalytic activity;protein binding;receptor activity	"Pf00086, Pf00135, Pf07699, Pf07859"	0.955	0.883	0.851	0.638	0.345	0.188	0.136	0.079	0.091	147.6	140.9	130.4	125.6	94.1	50.9	27.8	20.1	11.7	13.5	1	1	1	1	1	1	1	1	1	1	0.033	0	2.353535891	2		
FALSE	IsMasterProtein	P01566	Interferon alpha-10 OS=Homo sapiens GN=IFNA10 PE=1 SV=1	9.523809524	1	1	1	1	189	21.821	6.33		3446	ENSG00000186803	IFNA10	9	cell differentiation;cell proliferation;coagulation;defense response;regulation of biological process;response to stimulus	extracellular	protein binding	Pf00143																														0.259	0	0	1		
FALSE	IsMasterProtein	P02008	Hemoglobin subunit zeta OS=Homo sapiens GN=HBZ PE=1 SV=2	80.28169014	10	461	9	1	142	15.627	8.21		3050	ENSG00000130656	HBZ	16	regulation of biological process;transport		metal ion binding;protein binding;transporter activity	Pf00042	0.943	1.044	0.914	0.824	0.662	0.618	0.51	0.374	0.219	41379.9	39021.3	43204	37800.8	34082.3	27407.2	25580.7	21114.2	15457.3	9062.9	15	15	15	15	15	15	15	15	15	15	42.288	2	942.5110857	10	5173.152289	10
FALSE	IsMasterProtein	P02042	Hemoglobin subunit delta OS=Homo sapiens GN=HBD PE=1 SV=2	59.86394558	7	47	6	1	147	16.045	8.05		3045	ENSG00000223609	HBD	11	coagulation;transport	cytosol	metal ion binding;protein binding;transporter activity	Pf00042	1.001	1.052	1.009	0.864	0.695	0.644	0.491	0.402	0.237	1545.4	1546.7	1626.1	1559.5	1335.5	1073.9	994.5	758.7	621.5	365.8	5	5	5	5	5	5	5	5	5	5	4.337	0	83.97830892	7	480.5033137	7
FALSE	IsMasterProtein	P02100	Hemoglobin subunit epsilon OS=Homo sapiens GN=HBE1 PE=1 SV=2	74.82993197	10	257	8	1	147	16.192	8.63		3046	ENSG00000213931	HBE1	11	cell organization and biogenesis;coagulation;regulation of biological process;transport	cytosol	metal ion binding;protein binding;transporter activity	Pf00042	0.969	1.006	0.896	0.762	0.591	0.498	0.375	0.272	0.141	20554	19908.6	20683.3	18425	15661.3	12143.5	10230.4	7713.8	5593.5	2892	11	11	11	11	11	11	11	11	11	11	37.312	0	445.0467364	9	2653.961864	10
FALSE	IsMasterProtein	P02452	Collagen alpha-1(I) chain OS=Homo sapiens GN=COL1A1 PE=1 SV=5	4.371584699	5	11	5	1	1464	138.857	5.8		1277	ENSG00000108821	COL1A1	17	cell communication;cell differentiation;cell organization and biogenesis;cellular component movement;coagulation;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;extracellular;Golgi;organelle lumen	metal ion binding;protein binding;structural molecule activity	"Pf00093, Pf01391, Pf01410"	0.925	1.249	1.212	1.132	0.95	0.843	0.793	0.8	0.755	833	770.9	1040.2	1009.9	942.7	791.3	702	660.8	666.2	628.5	5	5	5	5	5	5	5	5	5	5	0.136	0	13.25149465	5	83.73933298	4
FALSE	IsMasterProtein	P02458	Collagen alpha-1(II) chain OS=Homo sapiens GN=COL2A1 PE=1 SV=3	1.815736382	2	6	2	1	1487	141.699	6.92		1280	ENSG00000139219	COL2A1	12	cell differentiation;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus	cytoplasm;extracellular;organelle lumen	metal ion binding;protein binding;structural molecule activity	"Pf00093, Pf01391, Pf01410"	0.95	1.195	1.086	0.941	0.739	0.677	0.658	0.599	0.616	428.7	407.1	512.5	465.4	403.2	316.8	290.2	282.2	257	264.1	2	2	2	2	2	2	2	2	2	2	0.079	0	8.206726909	2	22.67	2
FALSE	IsMasterProtein	P02533	"Keratin, type I cytoskeletal 14 OS=Homo sapiens GN=KRT14 PE=1 SV=4"	15.25423729	10	43	1	1	472	51.529	5.16		3861	ENSG00000186847	KRT14	17	cell differentiation;cell organization and biogenesis;response to stimulus	cytoplasm;cytosol;nucleus	protein binding;structural molecule activity	"Pf00038, Pf13514"	1.118	1.116	1.274	0.915	1.065	0.514	0.217	1.124	0.104	335.9	375.5	374.7	427.8	307.2	357.7	172.8	72.8	377.5	35	1	1	1	1	1	1	1	1	1	1	1.512	0	60.47822809	10	382.7806239	10
FALSE	IsMasterProtein	P02545	Prelamin-A/C OS=Homo sapiens GN=LMNA PE=1 SV=1	47.89156627	31	79	30	1	664	74.095	7.02		4000	ENSG00000160789	LMNA	1	cell death;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;membrane;nucleus	protein binding;structural molecule activity	"Pf00038, Pf00932"	1.03	1.032	0.965	0.764	0.441	0.228	0.145	0.112	0.104	7450.3	7675.4	7690.5	7188.9	5693.2	3288.4	1698.5	1081.2	836	775.8	23	23	23	23	23	23	23	23	23	23	4.696	0	141.0208982	31	861.8165987	31
FALSE	IsMasterProtein	P02549	"Spectrin alpha chain, erythrocytic 1 OS=Homo sapiens GN=SPTA1 PE=1 SV=5"	22.19925589	43	86	43	1	2419	279.842	5.05		6708	ENSG00000163554	SPTA1	1	cell organization and biogenesis;cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytoskeleton;cytosol;membrane	metal ion binding;protein binding;structural molecule activity	"Pf00018, Pf00435, Pf07653, Pf08726, Pf14604"	0.867	0.64	0.317	0.151	0.102	0.068	0.046	0.039	0.031	19911	17258.4	12744.2	6313.5	3009.4	2039.2	1361.4	915.7	775.9	622.2	39	39	39	39	39	39	39	39	39	39	0.822	0	176.9972607	43	1117.740945	37
FALSE	IsMasterProtein	P02647	Apolipoprotein A-I OS=Homo sapiens GN=APOA1 PE=1 SV=1	5.992509363	1	2	1	1	267	30.759	5.76		335	ENSG00000118137	APOA1	11	cell organization and biogenesis;cell proliferation;cellular component movement;coagulation;metabolic process;regulation of biological process;response to stimulus;transport	cell surface;cytosol;endosome;extracellular;membrane;nucleus;organelle lumen	enzyme regulator activity;protein binding;transporter activity	Pf01442	1.056	1.147	0.945	0.778	0.58	0.545	0.441	0.378	0.342	288.4	304.5	330.9	272.4	224.5	167.4	157.2	127.2	109.1	98.5	1	1	1	1	1	1	1	1	1	1	0.116	0	6.189216614	1	60.45	1
