id	description	condition	37	40	43	46	49	52	55	58	61	64	sumUniPeps	sumPSMs	countNum
P00519-2	Isoform IB of Tyrosine-protein kinase ABL1 OS=Homo sapiens GN=ABL1	Ctrl.1	1	0.8235531627159357	0.6140075529536401	0.45260135048692324	0.2832051116506824	0.18412719543910908	0.12131258211923514	0.10005009762096037	0.08688202231852621	0.07872250027786475	9	18	10
P00558	Phosphoglycerate kinase 1 OS=Homo sapiens GN=PGK1 PE=1 SV=3	Ctrl.1	1	0.9740295430640326	0.9941979882190518	0.9321789404068419	0.882407505774758	0.38480515001881227	0.1095434510181153	0.07175310031402209	0.04693626493069807	0.04097883576108027	22	710	51
P00747	Plasminogen OS=Homo sapiens GN=PLG PE=1 SV=2	Ctrl.1	1	0.9109921404857758	0.8069541988508365	0.6634156660558874	0.5564732018399375	0.42100993563886174	0.30871336196014315	0.3365321465432303	0.34852673320880057	0.29871414488997994	2	6	2
P00813	Adenosine deaminase OS=Homo sapiens GN=ADA PE=1 SV=3	Ctrl.1	1	1.0787529699279108	1.062632266566826	0.9731428595458349	0.8983067401130419	0.741680893987872	0.6473022105615904	0.5659399461387659	0.4673653614375894	0.2771463365946745	12	30	10
P00915	Carbonic anhydrase 1 OS=Homo sapiens GN=CA1 PE=1 SV=2	Ctrl.1	1	1.1184055296142337	1.0407713165390649	0.9811358193778335	0.7830372911604835	0.6196190453259907	0.4200674485322769	0.22031233617544807	0.12483049183696296	0.10029030857317016	1	3	1
P00966	Argininosuccinate synthase OS=Homo sapiens GN=ASS1 PE=1 SV=2	Ctrl.1	1	1.076719505328612	1.0056037012770143	0.9341771803648414	0.31997209105796404	0.20067795457970317	0.10139559102503236	0.07478492145405118	0.07190236329809066	0.06793859613021203	1	1	1
P01008	Antithrombin-III OS=Homo sapiens GN=SERPINC1 PE=1 SV=1	Ctrl.1	1	0.9099754081861265	0.9286151381357683	0.8362634224228581	0.7174529495150622	0.4510081865811886	0.320482493061263	0.21930172912877172	0.16777218102887825	0.1207797264537103	3	6	2
P01023	Alpha-2-macroglobulin OS=Homo sapiens GN=A2M PE=1 SV=3	Ctrl.1	1	0.9902972598584214	0.9305160903120953	0.860242301918854	0.7750876739913415	0.5937584841688124	0.47981842181488527	0.3537124663367286	0.2466650518698388	0.12185811686847556	5	9	5
P01024	Complement C3 OS=Homo sapiens GN=C3 PE=1 SV=2	Ctrl.1	1	0.9699626138654353	0.9818417990729259	0.8092871829898627	0.722421460245776	0.5461750516396046	0.3005655019670602	0.198078981148568	0.16677353709418252	0.10352547981746597	2	3	1
P01033	Metalloproteinase inhibitor 1 OS=Homo sapiens GN=TIMP1 PE=1 SV=1	Ctrl.1	1	0.8835403683952445	0.7727370596769494	0.7962986232628649	0.6856544808384943	1.2371692457594072	0.3168612219532261	0.2637684391825319	0.188743703657488	0.5758604814846544	2	5	2
P01034	Cystatin-C OS=Homo sapiens GN=CST3 PE=1 SV=1	Ctrl.1	1	0.9455610386738522	0.9124570446369882	0.8112854229478624	0.7641569503837713	0.6299632697888621	0.5278002639963737	0.4992398810581255	0.42142774044158693	0.35586883687253923	5	15	5
P01040	Cystatin-A OS=Homo sapiens GN=CSTA PE=1 SV=1	Ctrl.1	1	0.9760630076633311	0.9960989403953789	0.9171921407218444	0.8635271649980458	0.6547894084997531	0.4408897574034889	0.39009432001707783	0.38248062698845453	0.30087092571951046	2	4	2
P01106-2	Isoform 2 of Myc proto-oncogene protein OS=Homo sapiens GN=MYC	Ctrl.1	1	0.8327037534127794	0.6729370704197789	1.2289175741697915	0.47896443444080333	0.3941149520353964	0.29694423085902333	0.31025636332964474	0.2726297941719271	0.4087099671960375	1	2	1
P01111	GTPase NRas OS=Homo sapiens GN=NRAS PE=1 SV=1	Ctrl.1	1	1.0543513947363274	0.9922970360427248	0.9072009409318461	0.773100269699056	0.5565192761024759	0.37842283078985284	0.26882147441591375	0.13981015085739854	0.10029030857317016	5	9	4
P01137	Transforming growth factor beta-1 OS=Homo sapiens GN=TGFB1 PE=1 SV=2	Ctrl.1	1	0.9547116293706958	0.9134075207251517	0.6973857453418816	0.5982086919779328	0.37446092555594096	0.20912840648912923	0.13137891606792776	0.059918636081742215	0.022646198710070682	9	18	4
P01266	Thyroglobulin OS=Homo sapiens GN=TG PE=1 SV=5	Ctrl.1	1	0.9709793461650846	0.8392703858483965	0.8502511021288557	0.6339819692390716	0.35687574396905974	0.1701997420777329	0.13744255834798597	0.0788928708409606	0.0981335277436396	2	2	1
P02008	Hemoglobin subunit zeta OS=Homo sapiens GN=HBZ PE=1 SV=2	Ctrl.1	1	0.958778558569293	0.9922970360427248	0.9131956608058451	0.8188105684216223	0.68478765944208	0.5594863861916963	0.5154095938049474	0.3734928315761932	0.23616750083359422	9	461	15
P02042	Hemoglobin subunit delta OS=Homo sapiens GN=HBD PE=1 SV=2	Ctrl.1	1	1.0177490319489524	0.999900844748033	1.0081120588108288	0.858558654267332	0.7189236001695551	0.583024648393936	0.49620805991809636	0.4014548617476729	0.25557852829936906	6	47	5
P02100	Hemoglobin subunit epsilon OS=Homo sapiens GN=HBE1 PE=1 SV=2	Ctrl.1	1	0.9852135983601749	0.9561789446925106	0.8952115011838481	0.757201035360772	0.6113436657556937	0.4508482529505903	0.37897764250363775	0.27163115023723144	0.15205304848190312	8	257	11
P02452	Collagen alpha-1(I) chain OS=Homo sapiens GN=COL1A1 PE=1 SV=5	Ctrl.1	1	0.9404773771756056	1.1871446341162484	1.2109334145477946	1.1248708294335878	0.9827013239727732	0.7631828860187703	0.8014113880143594	0.798915147756563	0.8141847631477792	5	11	5
P02458	Collagen alpha-1(II) chain OS=Homo sapiens GN=COL2A1 PE=1 SV=3	Ctrl.1	1	0.9658956846668381	1.1358189253554178	1.085044297193816	0.9350737195203235	0.7644381878061889	0.6129001350352402	0.6649794367130498	0.5981877168827265	0.6642884954954066	2	6	2
P02545	Prelamin-A/C OS=Homo sapiens GN=LMNA PE=1 SV=1	Ctrl.1	1	1.0472342686387823	0.9808913229847624	0.9641507797348363	0.7591884396530576	0.45618029881262423	0.20641245315810158	0.14653802176807326	0.11184812068591882	0.11215260313558813	30	79	23
P02549	Spectrin alpha chain, erythrocytic 1 OS=Homo sapiens GN=SPTA1 PE=1 SV=5	Ctrl.1	1	0.881506903795946	0.6083046964246589	0.31672103334294627	0.15004902406755458	0.10551108952128722	0.06156160883662679	0.0464879241471129	0.03894711345313244	0.03343010285772338	43	86	39
P02647	Apolipoprotein A-I OS=Homo sapiens GN=APOA1 PE=1 SV=1	Ctrl.1	1	1.0736693084296642	1.0901960731235683	0.9441683801548397	0.773100269699056	0.5999650188465352	0.4933981884700235	0.44567770758427805	0.377487407314976	0.36880952184972254	1	2	1
P02649	Apolipoprotein E OS=Homo sapiens GN=APOE PE=1 SV=1	Ctrl.1	1	0.9313267864787618	0.8231122923496165	0.7323549446068757	0.5534920954015093	0.3837707275725251	0.2507730242315533	0.19100473182183345	0.14879794626965984	0.11970133603894502	7	12	7
P02654	Apolipoprotein C-I OS=Homo sapiens GN=APOC1 PE=1 SV=1	Ctrl.1	1	0.968945881565786	0.8829922859039189	0.6873945455518833	0.4392163485950935	0.23067620552202994	0.16476783541567758	0.12127284560116408	0.09986439346957038	0.07980089069263001	2	4	2
P02750	Leucine-rich alpha-2-glycoprotein OS=Homo sapiens GN=LRG1 PE=1 SV=2	Ctrl.1	1	1.0899370252240532	0.9865941795137436	0.9211886206378438	0.8009239297910529	0.6992695736900998	0.562202339522724	0.6417354746394933	0.6491185575522075	0.610368974757143	1	2	1
P02751-15	Isoform 15 of Fibronectin OS=Homo sapiens GN=FN1	Ctrl.1	1	0.9852135983601749	0.8934475228737176	0.8592431819398542	0.6478937992850701	0.44273280701089157	0.3530739330335948	0.308235149236292	0.28661080925766697	0.25773530912889964	1	1	1
P02765	Alpha-2-HS-glycoprotein OS=Homo sapiens GN=AHSG PE=1 SV=1	Ctrl.1	1	0.915059069684373	0.9305160903120953	0.7123725450268791	0.6936040980076363	0.5399685169618818	0.43364721518741517	0.5103565585715656	0.5023178991519389	0.5478223307007574	4	24	4
P02768	Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=2	Ctrl.1	1	1.0167322996493033	1.0065541773651776	0.9531604599658382	0.8446468242213336	0.6123780882019807	0.3639377463577054	0.22940779959553542	0.11084947675122311	0.0657818153006815	6	58	8
P02774-3	Isoform 3 of Vitamin D-binding protein OS=Homo sapiens GN=GC	Ctrl.1	1	0.9841968660605255	1.0455236969798825	0.9991199789998304	0.9191744851820397	0.7706447224839117	0.645491575007572	0.5639187320454131	0.41643452076810844	0.18116958968056546	2	9	3
P02786	Transferrin receptor protein 1 OS=Homo sapiens GN=TFRC PE=1 SV=2	Ctrl.1	1	0.9831801337608763	0.9504760881635295	0.9231868605958433	0.7611758439453431	0.5803109923670798	0.3910972796679819	0.2374926559689463	0.11284676462061452	0.08734962359598691	26	85	24
P02787	Serotransferrin OS=Homo sapiens GN=TF PE=1 SV=3	Ctrl.1	1	1.0146988350500046	1.0949484535643859	0.9811358193778335	0.8615397607057604	0.5885863719373767	0.4617120662747009	0.42344435255739793	0.38347927092315026	0.38606376848596685	2	6	2
P02788	Lactotransferrin OS=Homo sapiens GN=LTF PE=1 SV=6	Ctrl.1	1	0.9933474567573694	0.9751884664557813	0.9411710202178403	0.8804201014824726	0.6041027086316838	0.4300259440793783	0.40222160457719425	0.3934657102701073	0.3515552752134782	4	13	3
P02792	Ferritin light chain OS=Homo sapiens GN=FTL PE=1 SV=2	Ctrl.1	1	1.143823837105466	1.1833427297635943	1.2558938136027866	0.866508271436474	0.7665070326987632	0.4771024684838576	0.4305186018841325	0.2746270820413185	0.3353794189919991	1	2	1
P02794	Ferritin heavy chain OS=Homo sapiens GN=FTH1 PE=1 SV=2	Ctrl.1	1	0.99233072445772	0.9837427512492529	0.8322669425068587	0.6707489486463533	0.5616913883339115	0.2715953331027652	0.21222747980203716	0.17076811283296534	0.23077554875976788	5	10	4
P02795	Metallothionein-2 OS=Homo sapiens GN=MT2A PE=1 SV=1	Ctrl.1	1	1.0899370252240532	1.0369694121864106	1.0810478172778166	0.948985549566322	0.8420198712777235	0.6943787349660697	0.629608190079377	0.6341388985317719	0.6071338035128472	1	15	5
P03198	DNA polymerase catalytic subunit OS=Epstein-Barr virus (strain B95-8) GN=BALF5 PE=1 SV=1	Ctrl.1	1	0.87540650999805	0.8753884771986107	0.6714086258878862	0.5644228190090794	0.2648121462495052	0.12583917100428121	0.11217738218107678	0.07489829510217777	0.03558688368725393	1	16	1
P03220	Protein BGLF3 OS=Epstein-Barr virus (strain B95-8) GN=BGLF3 PE=3 SV=1	Ctrl.1	1	1.0268996226457965	0.8915465706973905	0.6774033457618851	0.34978315544224636	0.19860910968712894	0.09596368436297704	0.07175310031402209	0.04593762099600237	0.03127332202819284	1	1	1
P04040	Catalase OS=Homo sapiens GN=CAT PE=1 SV=3	Ctrl.1	1	1.0045315120535117	0.9789903708084353	0.9381736602808407	0.8237790791523361	0.7034072634752483	0.5766874239548715	0.5760460166055293	0.5282826414540274	0.48096212498531066	29	154	28
P04049-2	Isoform 2 of RAF proto-oncogene serine/threonine-protein kinase OS=Homo sapiens GN=RAF1	Ctrl.1	1	0.6690098531692417	0.4324666201144059	0.30173423365794877	0.13613719402155613	0.08896033038069315	0.06880415105270052	0.052551566427171105	0.05692270427765511	0.03127332202819284	1	7	1
P04062	Glucosylceramidase OS=Homo sapiens GN=GBA PE=1 SV=3	Ctrl.1	1	1.049267733238081	1.0227122708639578	1.0201014985588268	0.7482577160454874	0.406528021390842	0.21365499537417532	0.17988805430839339	0.16777218102887825	0.1498962676523726	5	9	4
P04066	Tissue alpha-L-fucosidase OS=Homo sapiens GN=FUCA1 PE=1 SV=4	Ctrl.1	1	1.135689978708272	1.0398208404509013	0.9621525397768367	0.971840698927605	0.7396120490952978	0.5305162173274014	0.2940866505828229	0.161780317420704	0.11430938396511867	2	4	2
P04080	Cystatin-B OS=Homo sapiens GN=CSTB PE=1 SV=2	Ctrl.1	1	1.0218159611475497	1.01795989042314	0.9851322992938328	0.9062563572821839	0.7396120490952978	0.6771776972028946	0.6558839732929624	0.576217550319421	0.4637078783490663	5	64	7
P04083	Annexin A1 OS=Homo sapiens GN=ANXA1 PE=1 SV=2	Ctrl.1	1	0.99233072445772	0.9742379903676176	0.8732308616458517	0.5803220533473634	0.18929930767054473	0.09867963769400469	0.07175310031402209	0.0529281285388723	0.04960595907920244	18	171	28
P04114	Apolipoprotein B-100 OS=Homo sapiens GN=APOB PE=1 SV=2	Ctrl.1	1	0.9099754081861265	0.8487751467300318	0.8122845429268621	0.6588245228926403	0.5110046884658421	0.36936965301976066	0.27488511669597193	0.19473556726566224	0.14666109640807679	5	13	4
P04150-3	Isoform Alpha-2 of Glucocorticoid receptor OS=Homo sapiens GN=NR3C1	Ctrl.1	1	0.8428710764092724	0.7328170639740813	0.6644147860348872	0.5912527769549336	0.5575536985487629	0.4327418974104059	0.464879241471129	0.4493897706130667	0.46155109751953577	6	12	6
P04179	Superoxide dismutase [Mn], mitochondrial OS=Homo sapiens GN=SOD2 PE=1 SV=2	Ctrl.1	1	0.9547116293706958	0.9400208511937306	0.8752291016038515	0.7214277580996332	0.6361698044665848	0.4680492907137654	0.3830200706903433	0.36150910435984474	0.36126078894636565	5	10	4
P04181	Ornithine aminotransferase, mitochondrial OS=Homo sapiens GN=OAT PE=1 SV=1	Ctrl.1	1	0.9801299368619284	0.9238627576949506	0.778314463640868	0.491882562340659	0.2265385157368814	0.11135408657213373	0.07680613554740391	0.059918636081742215	0.05068434949396771	6	130	21
P04181-2	Isoform 2 of Ornithine aminotransferase, mitochondrial OS=Homo sapiens GN=OAT	Ctrl.1	1	1.0289330872450948	0.9048532359316801	0.6943883854048821	0.39946826274938374	0.11068320175272289	0.03349675774934104	0.021222747980203717	0.014979659020435554	0.010783904147652705	1	64	1
P04217	Alpha-1B-glycoprotein OS=Homo sapiens GN=A1BG PE=1 SV=4	Ctrl.1	1	0.951661432471748	0.9637827533978189	0.7823109435568673	0.7562073332146293	0.5327275598378718	0.3938132329990096	0.44062467235089614	0.2666379305637529	0.20165900756110558	1	2	1
P04350	Tubulin beta-4A chain OS=Homo sapiens GN=TUBB4A PE=1 SV=2	Ctrl.1	1	1.015715567349654	0.965683705574146	0.8772273415618511	0.6618056293310685	0.37032323577079246	0.15571465764558537	0.0929758482942258	0.06591049968991644	0.06362503447115096	2	355	4
P04406	Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens GN=GAPDH PE=1 SV=3	Ctrl.1	1	1.0116486381510568	1.0008513208361964	0.9811358193778335	0.8675019735826168	0.7478874286655948	0.5812140128399176	0.4032322116238706	0.13182099937983288	0.07333054820403839	2	890	45
P04424	Argininosuccinate lyase OS=Homo sapiens GN=ASL PE=1 SV=4	Ctrl.1	1	0.9120088727854251	0.902952283755353	0.8132836629058618	0.7542199289223438	0.5482438965321788	0.3041867730750971	0.07882734964075666	0.04693626493069807	0.036665274102019196	10	49	18
P04629	High affinity nerve growth factor receptor OS=Homo sapiens GN=NTRK1 PE=1 SV=4	Ctrl.1	1	1.0004645828549144	0.9438227555463847	0.7883056634308663	0.43822264644895076	0.3330840277044558	0.15571465764558537	0.09802888352760764	0.07190236329809066	0.05499791115302879	2	3	2
P04632	Calpain small subunit 1 OS=Homo sapiens GN=CAPNS1 PE=1 SV=1	Ctrl.1	1	0.9933474567573694	0.949525612075366	0.9062018209528462	0.7870120997450545	0.5916896392762382	0.39290791522200036	0.25871540394915005	0.15478980987783408	0.08842801401075219	6	58	11
P04792	Heat shock protein beta-1 OS=Homo sapiens GN=HSPB1 PE=1 SV=2	Ctrl.1	1	0.8977746205903347	0.7119065900344836	0.5814878277779013	0.43027302927980876	0.26688099114207947	0.13670298432839184	0.1020713117143131	0.08488473444913483	0.18116958968056546	11	64	13
P04818	Thymidylate synthase OS=Homo sapiens GN=TYMS PE=1 SV=3	Ctrl.1	1	0.989280527558772	0.8155084836443083	0.500559109478915	0.20867745068997656	0.1179241588767328	0.06880415105270052	0.05356217347384747	0.03794846951843674	0.03450849327248865	11	35	11
P04844	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Homo sapiens GN=RPN2 PE=1 SV=3	Ctrl.1	1	0.9526781647713972	0.85637895543534	0.8212766227378605	0.7114907366382058	0.5710011903504957	0.4417950751804981	0.4800383471712745	0.40644808142115135	0.44321846046852614	2	3	2
P04899-4	Isoform sGi2 of Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens GN=GNAI2	Ctrl.1	1	0.9811466691615777	0.935268470752913	0.8522493420868553	0.5346117546247972	0.30618904410099035	0.10863813324110608	0.09802888352760764	0.0858833783838305	0.06146825364162042	2	8	2
P04908	Histone H2A type 1-B/E OS=Homo sapiens GN=HIST1H2AB PE=1 SV=2	Ctrl.1	1	1.0024980474542131	0.9989503686598694	0.8162810228428614	0.45014707220266376	0.17378297097623782	0.09324773103194939	0.06366824394061114	0.025964742302088294	0.02480297953960122	1	21	1
P04920	Anion exchange protein 2 OS=Homo sapiens GN=SLC4A2 PE=1 SV=4	Ctrl.1	1	0.8388041472106751	0.7955484857928742	0.7273593447118766	0.593240181247219	0.3837707275725251	0.22180285536725827	0.1859516965884516	0.15179387807374695	0.1164661647946492	4	10	5
P04921	Glycophorin-C OS=Homo sapiens GN=GYPC PE=1 SV=1	Ctrl.1	1	1.0116486381510568	0.9894456077782341	0.7403479044388743	0.4700211151255186	0.31860211345643596	0.22270817314426747	0.2374926559689463	0.15079523413905127	0.17793441843626961	2	5	1
P05062	Fructose-bisphosphate aldolase B OS=Homo sapiens GN=ALDOB PE=1 SV=2	Ctrl.1	1	1.1214557265131815	1.0759389318011152	1.0201014985588268	1.0066202740426011	0.7789201020542087	0.6210479950283232	0.44062467235089614	0.22070030956775052	0.10460387023223124	1	38	1
P05091	Aldehyde dehydrogenase, mitochondrial OS=Homo sapiens GN=ALDH2 PE=1 SV=2	Ctrl.1	1	0.9913139921580707	0.9922970360427248	0.9082000609108459	0.7174529495150622	0.35066920929133705	0.1448508443214748	0.08893342010752033	0.06990507542869927	0.05931147281208987	16	84	16
P05114	Non-histone chromosomal protein HMG-14 OS=Homo sapiens GN=HMGN1 PE=1 SV=3	Ctrl.1	1	1.0706191115307162	1.014157986070486	1.1010302168578132	1.0105950826271721	0.997183238220793	0.8935486459080976	1.0884237892704478	1.0036371543691822	1.1635832575317269	5	32	7
P05161	Ubiquitin-like protein ISG15 OS=Homo sapiens GN=ISG15 PE=1 SV=5	Ctrl.1	1	1.0045315120535117	0.9865941795137436	0.8932132612258483	0.722421460245776	0.4251476254240103	0.1511880687605393	0.07882734964075666	0.0529281285388723	0.04097883576108027	6	19	6
P05165	Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Homo sapiens GN=PCCA PE=1 SV=4	Ctrl.1	1	0.9496279678724493	0.9229122816067871	0.8492519821498558	0.6548497143080694	0.23895158509232697	0.09596368436297704	0.06265763689393478	0.04593762099600237	0.038822054931549735	24	45	20
P05198	Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens GN=EIF2S1 PE=1 SV=3	Ctrl.1	1	1.0319832841440426	1.0236627469521213	0.9711446195878352	0.8376909091983344	0.5575536985487629	0.22361349092127672	0.08792281306084396	0.05891999214704652	0.05068434949396771	18	85	19
P05204	Non-histone chromosomal protein HMG-17 OS=Homo sapiens GN=HMGN2 PE=1 SV=3	Ctrl.1	1	1.0279163549454458	1.0170094143349766	0.9371745403018409	0.8635271649980458	0.8223658447982681	0.6590713416627103	0.7518916427272173	0.7270127844584723	0.8767314072041649	4	15	5
P05362	Intercellular adhesion molecule 1 OS=Homo sapiens GN=ICAM1 PE=1 SV=2	Ctrl.1	1	0.9699626138654353	0.9476246598990389	0.89421238120484825	0.7949617169141964	0.67754670231807	0.5305162173274014	0.40727463981057604	0.38248062698845453	0.32998746691817277	4	10	3
P05386	60S acidic ribosomal protein P1 OS=Homo sapiens GN=RPLP1 PE=1 SV=1	Ctrl.1	1	0.9343769833777098	0.8506760989063589	0.6794015857198848	0.5534920954015093	0.40032148671311923	0.32953567083135515	0.31530939856302664	0.44539519487428386	0.47988373457054534	3	13	4
P05387	60S acidic ribosomal protein P2 OS=Homo sapiens GN=RPLP2 PE=1 SV=1	Ctrl.1	1	0.9445443063742028	0.8335675293194154	0.6943883854048821	0.523681031017227	0.41997551319257476	0.37208560635078836	0.40525342571722334	0.5452595883438542	0.629780002222918	3	47	6
P05388	60S acidic ribosomal protein P0 OS=Homo sapiens GN=RPLP0 PE=1 SV=1	Ctrl.1	1	0.9801299368619284	0.8677846684933024	0.7273593447118766	0.5395802653555108	0.40549359894455483	0.30871336196014315	0.10914556104104767	0.04693626493069807	0.03558688368725393	13	34	12
P05412	Transcription factor AP-1 OS=Homo sapiens GN=JUN PE=1 SV=2	Ctrl.1	1	1.075702773028963	0.997999892571706	1.1869545350517985	0.8873760165054717	0.8875344589143572	0.5884565550559914	0.4709428837511872	0.36949825583741036	0.43674811797993457	1	4	1
P05423	DNA-directed RNA polymerase III subunit RPC4 OS=Homo sapiens GN=POLR3D PE=1 SV=2	Ctrl.1	1	0.9974143859559665	0.8459237184655413	0.612460547126896	0.265318473020113	0.1561977893893566	0.07876264659980191	0.05861520870722931	0.04993219673478519	0.047449178249671896	12	34	12
P05455	Lupus La protein OS=Homo sapiens GN=SSB PE=1 SV=2	Ctrl.1	1	1.0309665518443936	0.9723370381912906	0.9141947807848448	0.5276558396017978	0.2255040932905943	0.09415304880895861	0.06973188622066935	0.05792134821235082	0.05068434949396771	24	183	35
P05556-3	Isoform Beta-1C of Integrin beta-1 OS=Homo sapiens GN=ITGB1	Ctrl.1	1	1.0309665518443936	0.9761389425439446	0.872231741666852	0.7075159280536347	0.5482438965321788	0.37208560635078836	0.2961078646761756	0.23867590039227318	0.1962670554872792	5	9	5
P05771-2	Isoform Beta-II of Protein kinase C beta type OS=Homo sapiens GN=PRKCB	Ctrl.1	1	1.0218159611475497	1.0065541773651776	0.9681472596508357	0.7790624825759125	0.34756594195247564	0.11316472212615218	0.07377431440737482	0.05192948460417659	0.04313561659061082	14	116	29
P05937	Calbindin OS=Homo sapiens GN=CALB1 PE=1 SV=2	Ctrl.1	1	1.0289330872450948	0.997999892571706	0.984133179314833	0.8684956757287595	0.7251301348472778	0.6183320416972956	0.6649794367130498	0.613167375903162	0.6567397625920497	10	33	11
P06132	Uroporphyrinogen decarboxylase OS=Homo sapiens GN=UROD PE=1 SV=2	Ctrl.1	1	0.9974143859559665	0.9856437034255799	0.9321789404068419	0.8416657177829053	0.7396120490952978	0.5649182928537516	0.5154095938049474	0.31657012729853806	0.1509746580671379	15	94	24
P06280	Alpha-galactosidase A OS=Homo sapiens GN=GLA PE=1 SV=1	Ctrl.1	1	1.029949819544744	0.9295656142239318	0.8262722226328597	0.5206999245787987	0.30515462165470325	0.15299870431455775	0.08893342010752033	0.053926772473567995	0.03774366451678447	8	15	6
P06396-2	Isoform 2 of Gelsolin OS=Homo sapiens GN=GSN	Ctrl.1	1	0.9943641890570186	0.9941979882190518	0.8852203013938498	0.4123863906492394	0.19240257500940613	0.10411154435606002	0.08185917078078576	0.06491185575522074	0.06146825364162042	19	46	17
P06400	Retinoblastoma-associated protein OS=Homo sapiens GN=RB1 PE=1 SV=2	Ctrl.1	1	0.982163401461227	0.8915465706973905	0.7383496644808747	0.4600840936640912	0.24515811977004973	0.13217639544334575	0.08185917078078576	0.06491185575522074	0.05715469198255933	22	47	20
P06401	Progesterone receptor OS=Homo sapiens GN=PGR PE=1 SV=4	Ctrl.1	1	1.0848533637258067	0.9970494164835423	0.9711446195878352	0.8029113340833384	0.5834142597059411	0.3485473441485487	0.28094875897603017	0.2726297941719271	0.1531314388966684	1	1	1
P06454	Prothymosin alpha OS=Homo sapiens GN=PTMA PE=1 SV=2	Ctrl.1	1	1.0096151735517582	0.9770894186321083	0.9941243791048312	0.8466342285136191	0.7447841613267334	0.6228586305823415	0.5881733011656458	0.5772161942541166	0.5650765773370018	8	198	11
